"Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,37,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,14,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,14,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,26,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,10,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,37,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,3,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,8,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,17,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,43,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,27,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,42,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,43,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,8,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,43,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,50,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,51,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,42,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,51,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,48,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,55,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,49,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,60,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,55,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,50,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,47,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,19,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,14,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,21,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,34,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,21,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,36,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,49,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,26,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,44,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,36,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,26,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,47,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,61,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,60,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,44,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,34,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,36,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,36,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,26,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,37,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,54,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,47,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,21,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,17,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,26,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,21,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,24,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,56,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,55,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,39,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,49,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,30,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,29,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,63,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,31,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,51,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,54,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,35,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,56,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,59,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,56,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,17,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,10,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,7,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,24,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,44,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,7,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,16,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,4,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,9,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,18,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,19,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,27,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,24,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,22,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,24,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,39,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,42,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,34,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,10,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,27,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,21,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,41,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,43,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,53,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,33,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,46,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,7,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,37,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,70,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,45,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,20,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,2,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,17,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,3,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,23,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,38,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,11,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,6,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,25,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,54,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,50,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,58,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,15,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,40,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,44,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,32,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,52,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,19,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,8,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,13,"William Owen School","PM2.5 - Local Conditions","Cumberland",35.041416,-78.953112
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,10,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,62,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,58,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,27,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,20,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,12,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,17,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,18,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,25,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,12,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,10,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,26,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,29,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,37,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,51,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,16,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,16,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,33,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,47,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,38,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,36,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,28,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,40,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,39,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,39,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,45,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,40,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,24,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,43,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,32,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,60,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,30,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,32,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,65,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
NA,35,"Lexington water tower","PM2.5 - Local Conditions","Davidson",35.8145,-80.2627
